id_nationalité1;id_nationalité2;id_nationalité3
43;0;0
11;0;0
11;0;0
75;0;0
359;0;0
359;0;0
359;0;0
216;0;0
11;0;0
185;0;0
185;0;0
359;0;0
217;0;0
98;0;0
98;0;0
98;0;0
185;0;0
45;0;0
185;0;0
185;0;0
130;0;0
45;0;0
61;0;0
75;0;0
185;0;0
185;0;0
217;0;0
217;0;0
75;0;0
51;0;0
98;0;0
43;0;0
83;0;0
15;0;0
5;0;0
78;0;0
185;0;0
75;0;0
209;0;0
217;0;0
158;0;0
185;0;0
98;0;0
185;0;0
209;0;0
209;0;0
98;0;0
217;0;0
97;0;0
98;0;0
162;0;0
217;0;0
162;0;0
75;0;0
61;0;0
98;0;0
69;0;0
98;0;0
11;0;0
98;0;0
209;0;0
185;0;0
98;0;0
159;0;0
209;0;0
217;0;0
209;0;0
209;0;0
217;0;0
209;0;0
160;0;0
209;0;0
75;0;0
45;0;0
45;0;0
98;0;0
98;0;0
98;0;0
75;0;0
98;0;0
45;0;0
217;0;0
145;0;0
69;0;0
98;0;0
98;0;0
45;0;0
185;0;0
185;0;0
98;0;0
185;0;0
362;0;0
45;0;0
60;0;0
185;0;0
185;0;0
69;0;0
98;0;0
185;0;0
98;0;0
130;0;0
130;0;0
130;0;0
98;0;0
69;0;0
222;0;0
185;0;0
45;0;0
98;0;0
185;0;0
185;0;0
45;0;0
45;0;0
130;0;0
185;0;0
185;0;0
185;0;0
185;0;0
145;0;0
222;0;0
45;0;0
98;0;0
45;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
98;0;0
145;0;0
145;0;0
185;0;0
162;0;0
45;0;0
185;0;0
98;0;0
98;0;0
185;0;0
185;0;0
61;0;0
185;0;0
185;0;0
94;0;0
0;0;0
45;0;0
217;0;0
96;0;0
11;0;0
185;0;0
98;0;0
69;0;0
217;0;0
217;0;0
15;0;0
98;0;0
145;0;0
101;0;0
205;0;0
101;0;0
45;0;0
98;0;0
98;0;0
98;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
145;0;0
233;0;0
96;0;0
230;0;0
185;0;0
145;0;0
216;0;0
216;0;0
185;0;0
98;0;0
216;0;0
216;0;0
216;0;0
159;0;0
145;0;0
145;0;0
145;0;0
403;0;0
145;0;0
145;0;0
185;0;0
185;0;0
45;0;0
138;0;0
61;0;0
222;0;0
222;0;0
69;0;0
145;0;0
185;0;0
209;0;0
209;0;0
145;0;0
145;0;0
97;0;0
45;0;0
185;0;0
101;0;0
45;0;0
145;0;0
145;0;0
403;0;0
65;0;0
139;0;0
83;0;0
61;0;0
83;0;0
145;0;0
145;0;0
173;0;0
45;0;0
83;0;0
61;0;0
94;0;0
69;0;0
61;0;0
101;0;0
59;0;0
94;0;0
94;0;0
86;0;0
45;0;0
45;0;0
97;0;0
78;0;0
45;0;0
145;0;0
83;0;0
45;0;0
185;0;0
83;0;0
97;0;0
43;0;0
43;0;0
83;0;0
61;0;0
145;0;0
94;0;0
61;0;0
216;0;0
97;0;0
217;0;0
26;0;0
26;0;0
26;0;0
97;0;0
69;0;0
45;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
30;0;0
159;0;0
98;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
97;0;0
61;0;0
61;0;0
61;0;0
61;0;0
45;0;0
61;0;0
61;0;0
83;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
98;0;0
69;0;0
97;0;0
217;0;0
95;0;0
97;0;0
45;0;0
61;0;0
45;0;0
45;0;0
61;0;0
83;0;0
159;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
83;0;0
61;0;0
61;0;0
45;0;0
185;0;0
159;0;0
61;0;0
83;0;0
61;0;0
61;0;0
83;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
45;0;0
45;0;0
61;0;0
209;0;0
97;0;0
110;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
216;0;0
110;0;0
61;0;0
26;0;0
45;0;0
159;0;0
159;0;0
159;0;0
160;0;0
61;0;0
61;0;0
61;0;0
61;0;0
159;0;0
45;0;0
61;0;0
159;0;0
185;0;0
45;0;0
159;0;0
61;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
185;0;0
43;0;0
159;0;0
235;0;0
235;0;0
145;0;0
159;0;0
145;0;0
159;0;0
61;0;0
61;0;0
359;0;0
159;0;0
159;0;0
159;0;0
61;0;0
110;0;0
159;0;0
75;0;0
155;0;0
185;0;0
97;0;0
97;0;0
145;0;0
61;0;0
233;0;0
233;0;0
97;0;0
145;0;0
145;0;0
217;0;0
45;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
97;0;0
217;0;0
217;0;0
101;0;0
69;0;0
69;0;0
69;0;0
69;0;0
233;0;0
45;0;0
61;0;0
159;0;0
61;0;0
61;0;0
61;0;0
159;0;0
61;0;0
145;0;0
159;0;0
45;0;0
61;0;0
45;0;0
45;0;0
43;0;0
43;0;0
61;0;0
61;0;0
43;0;0
145;0;0
61;0;0
233;0;0
61;0;0
83;0;0
83;0;0
233;0;0
217;0;0
45;0;0
145;0;0
233;0;0
45;0;0
59;0;0
145;0;0
159;0;0
145;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
61;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
43;0;0
43;0;0
43;0;0
43;0;0
145;0;0
145;0;0
45;0;0
145;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
145;0;0
145;0;0
145;0;0
159;0;0
145;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
145;0;0
145;0;0
145;0;0
83;0;0
61;0;0
43;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
145;0;0
45;0;0
217;0;0
61;0;0
61;0;0
61;0;0
45;0;0
45;0;0
43;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
145;0;0
61;0;0
61;0;0
61;0;0
145;0;0
43;0;0
45;0;0
159;0;0
159;0;0
145;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
145;0;0
145;0;0
45;0;0
145;0;0
61;0;0
217;0;0
145;0;0
145;0;0
159;0;0
145;0;0
43;0;0
145;0;0
145;0;0
217;0;0
61;0;0
159;0;0
160;0;0
97;0;0
159;0;0
186;0;0
92;0;0
45;0;0
186;0;0
145;0;0
145;0;0
159;0;0
83;0;0
145;0;0
145;0;0
145;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
145;0;0
145;0;0
217;0;0
233;0;0
69;0;0
69;0;0
209;0;0
97;0;0
61;0;0
61;0;0
61;0;0
61;0;0
92;0;0
110;0;0
45;0;0
45;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
209;0;0
138;0;0
61;0;0
209;0;0
160;0;0
45;0;0
110;0;0
110;0;0
78;0;0
78;0;0
200;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
69;0;0
83;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
8;0;0
61;0;0
61;0;0
69;0;0
53;0;0
159;0;0
159;0;0
78;0;0
197;0;0
159;0;0
159;0;0
97;0;0
137;0;0
159;0;0
61;0;0
159;0;0
159;0;0
156;0;0
43;0;0
217;0;0
209;0;0
69;0;0
45;0;0
45;0;0
75;0;0
209;0;0
217;0;0
11;0;0
11;0;0
217;0;0
217;0;0
98;0;0
75;0;0
75;0;0
98;0;0
98;0;0
185;0;0
185;0;0
359;0;0
185;0;0
60;0;0
101;0;0
216;0;0
69;0;0
142;0;0
97;0;0
97;0;0
88;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
217;0;0
159;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
45;0;0
217;0;0
218;0;0
218;0;0
217;0;0
217;0;0
217;0;0
217;0;0
216;0;0
217;0;0
60;0;0
167;0;0
217;0;0
217;0;0
359;0;0
217;0;0
217;0;0
75;0;0
185;0;0
185;0;0
94;0;0
217;0;0
217;0;0
217;0;0
217;0;0
359;0;0
217;0;0
75;0;0
75;0;0
43;0;0
75;0;0
216;0;0
69;0;0
69;0;0
217;0;0
75;0;0
217;0;0
75;0;0
75;0;0
75;0;0
185;0;0
185;0;0
75;0;0
185;0;0
185;0;0
98;0;0
185;0;0
185;0;0
185;0;0
185;0;0
45;0;0
217;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
75;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
217;0;0
75;0;0
217;0;0
185;0;0
362;0;0
160;0;0
75;0;0
98;0;0
75;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
75;0;0
98;0;0
75;0;0
75;0;0
75;0;0
98;0;0
75;0;0
217;0;0
75;0;0
200;0;0
98;0;0
75;0;0
98;0;0
217;0;0
185;0;0
98;0;0
83;0;0
97;0;0
98;0;0
183;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
217;0;0
216;0;0
75;0;0
98;0;0
98;0;0
98;0;0
75;0;0
98;0;0
98;0;0
98;0;0
75;0;0
98;0;0
217;0;0
69;0;0
98;0;0
98;0;0
75;0;0
98;0;0
98;0;0
162;0;0
209;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
217;0;0
185;0;0
217;0;0
98;0;0
217;0;0
75;0;0
75;0;0
98;0;0
98;0;0
217;0;0
217;0;0
69;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
98;0;0
98;0;0
75;0;0
98;0;0
98;0;0
75;0;0
69;0;0
98;0;0
98;0;0
98;0;0
75;0;0
94;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
217;0;0
98;0;0
217;0;0
75;0;0
75;0;0
216;0;0
216;0;0
216;0;0
216;0;0
216;0;0
216;0;0
98;0;0
45;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
75;0;0
75;0;0
217;0;0
97;0;0
59;0;0
75;0;0
59;0;0
98;0;0
6;0;0
185;0;0
69;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
185;0;0
75;0;0
98;0;0
98;0;0
69;0;0
75;0;0
69;0;0
217;0;0
98;0;0
75;0;0
98;0;0
185;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
75;0;0
98;0;0
98;0;0
185;0;0
98;0;0
98;0;0
60;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
60;0;0
98;0;0
98;0;0
94;0;0
98;0;0
98;0;0
98;0;0
235;0;0
98;0;0
217;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
162;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
217;0;0
98;0;0
98;0;0
98;0;0
98;0;0
185;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
98;0;0
94;0;0
185;0;0
69;0;0
45;0;0
45;0;0
45;0;0
185;0;0
69;0;0
98;0;0
98;0;0
69;0;0
98;0;0
98;0;0
217;0;0
185;0;0
101;0;0
101;0;0
98;0;0
98;0;0
98;0;0
233;0;0
61;0;0
45;0;0
45;0;0
94;0;0
98;0;0
94;0;0
217;0;0
217;0;0
94;0;0
145;0;0
98;0;0
145;0;0
216;0;0
69;0;0
69;0;0
185;0;0
185;0;0
217;0;0
61;0;0
160;0;0
101;0;0
98;0;0
98;0;0
45;0;0
61;0;0
61;0;0
61;0;0
403;0;0
61;0;0
403;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
101;0;0
101;0;0
61;0;0
209;0;0
69;0;0
45;0;0
45;0;0
45;0;0
45;0;0
43;0;0
75;0;0
61;0;0
61;0;0
185;0;0
97;0;0
61;0;0
61;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
61;0;0
83;0;0
83;0;0
45;0;0
45;0;0
185;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
96;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
43;0;0
43;0;0
43;0;0
159;0;0
43;0;0
61;0;0
159;0;0
69;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
43;0;0
43;0;0
61;0;0
61;0;0
61;0;0
61;0;0
43;0;0
43;0;0
43;0;0
43;0;0
83;0;0
94;0;0
83;0;0
83;0;0
217;0;0
75;0;0
199;0;0
75;0;0
45;0;0
83;0;0
75;0;0
207;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
0;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
83;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
45;0;0
0;0;0
45;0;0
45;0;0
45;0;0
83;0;0
159;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
61;0;0
83;0;0
83;0;0
61;0;0
61;0;0
61;0;0
61;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
97;0;0
97;0;0
83;0;0
97;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
97;0;0
97;0;0
83;0;0
83;0;0
0;0;0
83;0;0
83;0;0
83;0;0
83;0;0
83;0;0
97;0;0
163;0;0
61;0;0
61;0;0
61;0;0
159;0;0
61;0;0
61;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
45;0;0
45;0;0
45;0;0
61;0;0
61;0;0
61;0;0
61;0;0
217;0;0
159;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
155;0;0
97;0;0
159;0;0
61;0;0
97;0;0
97;0;0
97;0;0
45;0;0
45;0;0
145;0;0
0;0;0
155;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
43;0;0
155;0;0
233;0;0
233;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
159;0;0
233;0;0
61;0;0
61;0;0
233;0;0
233;0;0
233;0;0
233;0;0
83;0;0
233;0;0
43;0;0
97;0;0
97;0;0
69;0;0
69;0;0
45;0;0
233;0;0
61;0;0
61;0;0
61;0;0
233;0;0
233;0;0
233;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
69;0;0
69;0;0
69;0;0
101;0;0
43;0;0
61;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
69;0;0
69;0;0
69;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
43;0;0
159;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
159;0;0
43;0;0
97;0;0
45;0;0
45;0;0
217;0;0
101;0;0
101;0;0
101;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
159;0;0
217;0;0
159;0;0
159;0;0
216;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
69;0;0
96;0;0
142;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
43;0;0
45;0;0
101;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
61;0;0
61;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
145;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
61;0;0
183;0;0
61;0;0
183;0;0
233;0;0
92;0;0
43;0;0
43;0;0
98;0;0
45;0;0
183;0;0
61;0;0
61;0;0
61;0;0
98;0;0
45;0;0
186;0;0
97;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
97;0;0
97;0;0
97;0;0
216;0;0
101;0;0
183;0;0
0;0;0
183;0;0
83;0;0
183;0;0
97;0;0
97;0;0
97;0;0
78;0;0
78;0;0
78;0;0
101;0;0
101;0;0
159;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
160;0;0
83;0;0
98;0;0
98;0;0
98;0;0
98;0;0
61;0;0
45;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
233;0;0
61;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
159;0;0
69;0;0
87;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
185;0;0
159;0;0
159;0;0
209;0;0
222;0;0
75;0;0
45;0;0
222;0;0
19;0;0
145;0;0
145;0;0
97;0;0
45;0;0
83;0;0
185;0;0
233;0;0
97;0;0
97;0;0
97;0;0
104;0;0
185;0;0
143;0;0
222;0;0
222;0;0
222;0;0
6;0;0
6;0;0
6;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
69;0;0
159;0;0
6;0;0
159;0;0
159;0;0
209;0;0
209;0;0
209;0;0
92;0;0
92;0;0
146;0;0
101;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
45;0;0
42;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
209;0;0
45;0;0
45;0;0
98;0;0
185;0;0
137;0;0
61;0;0
45;0;0
83;0;0
45;0;0
43;0;0
11;0;0
97;0;0
93;0;0
183;0;0
78;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
159;0;0
209;0;0
185;0;0
61;0;0
0;0;0
45;0;0
199;0;0
160;0;0
160;0;0
217;0;0
217;0;0
44;0;0
235;0;0
216;0;0
216;0;0
216;0;0
217;0;0
69;0;0
235;0;0
216;0;0
216;0;0
217;0;0
185;0;0
216;0;0
217;0;0
216;0;0
216;0;0
216;0;0
217;0;0
104;0;0
216;0;0
216;0;0
216;0;0
217;0;0
51;0;0
11;0;0
51;0;0
11;0;0
98;0;0
185;0;0
185;0;0
45;0;0
97;0;0
124;0;0
359;0;0
233;0;0
14;0;0
97;0;0
233;0;0
45;0;0
209;0;0
185;0;0
11;0;0
11;0;0
97;0;0
183;0;0
94;0;0
11;0;0
94;0;0
83;0;0
61;0;0
110;0;0
137;0;0
185;0;0
216;0;0
97;0;0
185;0;0
139;0;0
185;0;0
61;0;0
97;0;0
139;0;0
98;0;0
185;0;0
97;0;0
233;0;0
97;0;0
97;0;0
97;0;0
4;0;0
92;0;0
200;0;0
45;0;0
200;0;0
403;0;0
97;0;0
110;0;0
97;0;0
185;0;0
97;0;0
110;0;0
61;0;0
185;0;0
185;0;0
97;0;0
83;0;0
61;0;0
61;0;0
83;0;0
216;0;0
83;0;0
83;0;0
45;0;0
83;0;0
200;0;0
155;0;0
145;0;0
200;0;0
45;0;0
60;0;0
45;0;0
97;0;0
61;0;0
110;0;0
97;0;0
61;0;0
45;0;0
58;0;0
75;0;0
61;0;0
83;0;0
110;0;0
110;0;0
110;0;0
110;0;0
185;0;0
159;0;0
97;0;0
97;0;0
97;0;0
233;0;0
159;0;0
186;0;0
43;0;0
185;0;0
159;0;0
97;0;0
69;0;0
69;0;0
97;0;0
233;0;0
145;0;0
97;0;0
216;0;0
43;0;0
233;0;0
61;0;0
145;0;0
217;0;0
75;0;0
43;0;0
45;0;0
45;0;0
45;0;0
61;0;0
61;0;0
45;0;0
61;0;0
61;0;0
11;0;0
45;0;0
185;0;0
43;0;0
159;0;0
159;0;0
185;0;0
185;0;0
43;0;0
61;0;0
45;0;0
185;0;0
159;0;0
45;0;0
185;0;0
29;0;0
159;0;0
19;0;0
45;0;0
92;0;0
110;0;0
233;0;0
69;0;0
110;0;0
45;0;0
137;0;0
45;0;0
45;0;0
209;0;0
153;0;0
92;0;0
45;0;0
110;0;0
185;0;0
26;0;0
92;0;0
44;0;0
160;0;0
168;0;0
186;0;0
45;0;0
159;0;0
97;0;0
92;0;0
216;0;0
75;0;0
75;0;0
97;0;0
11;0;0
43;0;0
216;0;0
149;0;0
216;0;0
43;0;0
216;0;0
216;0;0
69;0;0
217;0;0
217;0;0
26;0;0
216;0;0
216;0;0
217;0;0
217;0;0
216;0;0
216;0;0
217;0;0
217;0;0
130;0;0
216;0;0
216;0;0
75;0;0
216;0;0
94;0;0
185;0;0
49;0;0
130;0;0
11;0;0
136;0;0
97;0;0
11;0;0
209;0;0
185;0;0
209;0;0
205;0;0
69;0;0
185;0;0
162;0;0
130;0;0
130;0;0
130;0;0
130;0;0
130;0;0
98;0;0
69;0;0
185;0;0
185;0;0
98;0;0
75;0;0
75;0;0
45;0;0
92;0;0
162;0;0
183;0;0
162;0;0
183;0;0
185;0;0
216;0;0
185;0;0
185;0;0
185;0;0
185;0;0
209;0;0
45;0;0
45;0;0
185;0;0
185;0;0
185;0;0
209;0;0
145;0;0
162;0;0
43;0;0
185;0;0
185;0;0
145;0;0
185;0;0
69;0;0
98;0;0
59;0;0
69;0;0
98;0;0
98;0;0
209;0;0
185;0;0
94;0;0
97;0;0
233;0;0
233;0;0
97;0;0
97;0;0
216;0;0
216;0;0
216;0;0
96;0;0
97;0;0
183;0;0
97;0;0
97;0;0
136;0;0
43;0;0
216;0;0
209;0;0
136;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
97;0;0
209;0;0
97;0;0
97;0;0
185;0;0
97;0;0
49;0;0
185;0;0
159;0;0
155;0;0
61;0;0
69;0;0
30;0;0
83;0;0
61;0;0
97;0;0
97;0;0
217;0;0
45;0;0
159;0;0
61;0;0
185;0;0
199;0;0
183;0;0
217;0;0
199;0;0
217;0;0
61;0;0
185;0;0
145;0;0
83;0;0
83;0;0
159;0;0
83;0;0
145;0;0
110;0;0
83;0;0
110;0;0
185;0;0
97;0;0
45;0;0
26;0;0
185;0;0
216;0;0
49;0;0
185;0;0
61;0;0
217;0;0
97;0;0
97;0;0
155;0;0
155;0;0
97;0;0
97;0;0
97;0;0
110;0;0
110;0;0
69;0;0
97;0;0
185;0;0
97;0;0
45;0;0
97;0;0
233;0;0
185;0;0
43;0;0
185;0;0
159;0;0
69;0;0
185;0;0
69;0;0
216;0;0
233;0;0
159;0;0
145;0;0
43;0;0
45;0;0
145;0;0
233;0;0
69;0;0
69;0;0
159;0;0
185;0;0
43;0;0
26;0;0
43;0;0
43;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
75;0;0
185;0;0
43;0;0
185;0;0
45;0;0
185;0;0
43;0;0
43;0;0
45;0;0
43;0;0
43;0;0
159;0;0
43;0;0
159;0;0
61;0;0
43;0;0
43;0;0
159;0;0
159;0;0
43;0;0
159;0;0
101;0;0
217;0;0
185;0;0
185;0;0
185;0;0
185;0;0
159;0;0
159;0;0
185;0;0
43;0;0
43;0;0
185;0;0
185;0;0
145;0;0
185;0;0
185;0;0
69;0;0
159;0;0
159;0;0
45;0;0
45;0;0
69;0;0
45;0;0
45;0;0
45;0;0
183;0;0
362;0;0
233;0;0
183;0;0
4;0;0
153;0;0
78;0;0
8;0;0
69;0;0
45;0;0
159;0;0
110;0;0
110;0;0
159;0;0
45;0;0
217;0;0
217;0;0
217;0;0
11;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
185;0;0
11;0;0
185;0;0
75;0;0
45;0;0
130;0;0
130;0;0
185;0;0
185;0;0
69;0;0
110;0;0
217;0;0
233;0;0
185;0;0
185;0;0
185;0;0
98;0;0
97;0;0
61;0;0
209;0;0
97;0;0
97;0;0
97;0;0
61;0;0
45;0;0
159;0;0
97;0;0
94;0;0
185;0;0
185;0;0
233;0;0
159;0;0
69;0;0
159;0;0
217;0;0
45;0;0
11;0;0
233;0;0
130;0;0
69;0;0
75;0;0
45;0;0
45;0;0
217;0;0
217;0;0
216;0;0
216;0;0
97;0;0
110;0;0
102;0;0
97;0;0
217;0;0
97;0;0
11;0;0
11;0;0
98;0;0
98;0;0
59;0;0
59;0;0
43;0;0
45;0;0
45;0;0
59;0;0
61;0;0
43;0;0
83;0;0
162;0;0
45;0;0
98;0;0
43;0;0
21;0;0
159;0;0
217;0;0
59;0;0
59;0;0
69;0;0
11;0;0
159;0;0
159;0;0
159;0;0
98;0;0
98;0;0
98;0;0
78;0;0
98;0;0
69;0;0
45;0;0
69;0;0
69;0;0
94;0;0
97;0;0
97;0;0
217;0;0
183;0;0
130;0;0
159;0;0
83;0;0
61;0;0
217;0;0
75;0;0
